$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,004300364b34500b20393636
$VAR,SESSION_ID,9bab3c02b932c3477e1f0e7b
$COL,BARO,time,pressure,temperature
$UNIT,BARO,s,Pa,deg C
$COL,HUM,time,humidity,temperature
$UNIT,HUM,s,percent,deg C
$COL,MAG,time,x,y,z,temperature
$UNIT,MAG,s,gauss,gauss,gauss,deg C
$COL,IMU,time,wx,wy,wz,ax,ay,az,temperature
$UNIT,IMU,s,deg/s,deg/s,deg/s,g,g,g,deg C
$COL,TIME,time,tow,week
$UNIT,TIME,s,s,
$COL,VBAT,time,voltage
$UNIT,VBAT,s,volt
$DATA
$BARO,105387.723,96262.50,21.20
$HUM,105387.756,45.9,20.3
$IMU,105387.758,-0.183,0.549,-0.183,0.00634,0.81152,0.63916,20.66
$BARO,105387.763,96261.16,21.20
$BARO,105387.804,96256.68,21.20
$MAG,105387.811,0.024,0.045,-0.015,18.3
$IMU,105387.834,-0.183,0.488,-0.183,0.00634,0.81103,0.63818,20.65
$HUM,105387.837,45.9,20.2
$BARO,105387.845,96266.38,21.20
$BARO,105387.886,96262.70,21.20
$IMU,105387.909,-0.183,0.549,-0.183,0.00683,0.81103,0.63867,20.67
$MAG,105387.911,0.022,0.040,-0.022,18.0
$HUM,105387.918,45.9,20.3
$BARO,105387.926,96253.77,21.20
$BARO,105387.967,96265.79,21.20
$IMU,105387.985,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.69
$HUM,105387.999,45.8,20.3
$BARO,105388.008,96259.58,21.20
$MAG,105388.012,0.022,0.040,-0.019,18.2
$BARO,105388.049,96259.02,21.20
$IMU,105388.060,-0.183,0.549,-0.183,0.00683,0.81103,0.63818,20.64
$HUM,105388.081,45.9,20.3
$BARO,105388.089,96259.38,21.20
$MAG,105388.112,0.015,0.045,-0.012,18.2
$BARO,105388.130,96252.78,21.20
$IMU,105388.136,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.65
$HUM,105388.162,45.9,20.3
$BARO,105388.171,96260.55,21.21
$BARO,105388.212,96256.29,21.21
$MAG,105388.212,0.013,0.043,-0.016,18.3
$IMU,105388.212,-0.183,0.549,-0.183,0.00585,0.81103,0.63867,20.70
$HUM,105388.243,45.8,20.3
$BARO,105388.252,96260.55,21.20
$IMU,105388.287,-0.183,0.488,-0.183,0.00585,0.81103,0.63867,20.68
$BARO,105388.293,96262.09,21.21
$MAG,105388.312,0.018,0.052,-0.019,18.0
$HUM,105388.324,45.9,20.3
$BARO,105388.334,96251.04,21.21
$TIME,105388.354,593722.000,2305
$IMU,105388.363,-0.183,0.488,-0.183,0.00634,0.81152,0.63818,20.66
$BARO,105388.375,96253.17,21.21
$HUM,105388.405,45.7,20.3
$MAG,105388.412,0.027,0.048,-0.021,18.3
$BARO,105388.415,96250.65,21.21
$VBAT,105388.432,3.897
$IMU,105388.438,-0.183,0.549,-0.183,0.00634,0.81054,0.63818,20.70
$BARO,105388.456,96259.77,21.21
$HUM,105388.487,45.9,20.2
$BARO,105388.497,96259.38,21.21
$MAG,105388.512,0.027,0.045,-0.016,18.3
$IMU,105388.514,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.63
$BARO,105388.537,96258.99,21.21
$HUM,105388.568,45.8,20.3
$BARO,105388.578,96264.23,21.21
$IMU,105388.589,-0.183,0.488,-0.183,0.00585,0.81152,0.63818,20.66
$MAG,105388.612,0.019,0.045,-0.013,18.2
$BARO,105388.619,96263.26,21.21
$HUM,105388.649,45.9,20.2
$BARO,105388.660,96261.11,21.21
$IMU,105388.665,-0.183,0.488,-0.183,0.00634,0.81054,0.63867,20.69
$BARO,105388.700,96262.45,21.21
$MAG,105388.712,0.010,0.046,-0.019,18.0
$HUM,105388.730,45.7,20.3
$IMU,105388.740,-0.183,0.488,-0.183,0.00683,0.81103,0.63818,20.67
$BARO,105388.741,96258.21,21.21
$BARO,105388.782,96260.70,21.22
$HUM,105388.811,45.8,20.3
$MAG,105388.812,0.016,0.048,-0.016,18.4
$IMU,105388.816,-0.183,0.488,-0.183,0.00634,0.81103,0.63769,20.64
$BARO,105388.823,96256.82,21.21
$BARO,105388.863,96251.61,21.21
$IMU,105388.891,-0.183,0.488,-0.183,0.00683,0.81103,0.63818,20.71
$HUM,105388.892,45.8,20.3
$BARO,105388.904,96257.24,21.21
$MAG,105388.912,0.018,0.045,-0.021,18.0
$BARO,105388.945,96259.94,21.21
$IMU,105388.967,-0.183,0.488,-0.183,0.00634,0.81103,0.63818,20.67
$HUM,105388.974,45.7,20.2
$BARO,105388.985,96265.55,21.21
$MAG,105389.012,0.012,0.048,-0.013,18.0
$BARO,105389.026,96256.82,21.21
$IMU,105389.042,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.69
$HUM,105389.055,45.7,20.3
$BARO,105389.067,96259.75,21.22
$BARO,105389.108,96264.96,21.22
$MAG,105389.112,0.018,0.043,-0.022,17.9
$IMU,105389.118,-0.183,0.488,-0.183,0.00634,0.81103,0.63867,20.71
$HUM,105389.136,45.7,20.2
$BARO,105389.148,96266.91,21.22
$BARO,105389.189,96260.31,21.22
$IMU,105389.193,-0.183,0.488,-0.183,0.00634,0.81103,0.63818,20.64
$MAG,105389.213,0.015,0.046,-0.016,18.2
$HUM,105389.217,45.7,20.2
$BARO,105389.230,96265.33,21.22
$IMU,105389.269,-0.183,0.549,-0.183,0.00634,0.81103,0.63769,20.70
$BARO,105389.271,96253.73,21.22
$HUM,105389.298,45.8,20.3
$BARO,105389.311,96257.60,21.22
$MAG,105389.313,0.018,0.042,-0.015,18.4
$IMU,105389.344,-0.183,0.549,-0.183,0.00585,0.81152,0.63818,20.69
$BARO,105389.352,96263.01,21.22
$TIME,105389.354,593723.000,2305
$HUM,105389.380,45.8,20.3
$BARO,105389.393,96264.57,21.22
$MAG,105389.413,0.019,0.037,-0.010,18.4
$IMU,105389.420,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.65
$BARO,105389.434,96260.89,21.23
$VBAT,105389.459,3.890
$HUM,105389.461,45.8,20.3
$BARO,105389.474,96268.45,21.22
$IMU,105389.496,-0.183,0.488,-0.183,0.00683,0.81152,0.63818,20.69
$MAG,105389.513,0.012,0.042,-0.019,18.3
$BARO,105389.515,96264.94,21.23
$HUM,105389.542,45.9,20.3
$BARO,105389.556,96257.77,21.22
$IMU,105389.571,-0.183,0.488,-0.183,0.00634,0.81152,0.63867,20.68
$BARO,105389.596,96273.66,21.23
$MAG,105389.613,0.009,0.033,-0.013,18.3
$HUM,105389.623,45.7,20.3
$BARO,105389.637,96269.20,21.23
$IMU,105389.647,-0.183,0.488,-0.183,0.00634,0.81103,0.63818,20.66
$BARO,105389.678,96261.45,21.23
$HUM,105389.704,45.7,20.3
$MAG,105389.713,0.021,0.042,-0.013,18.3
$BARO,105389.719,96255.43,21.23
$IMU,105389.722,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.68
$BARO,105389.759,96269.20,21.23
$HUM,105389.785,45.8,20.3
$IMU,105389.798,-0.183,0.549,-0.183,0.00585,0.81103,0.63867,20.73
$BARO,105389.800,96265.33,21.23
$MAG,105389.813,0.019,0.037,-0.028,18.4
$BARO,105389.841,96272.69,21.23
$HUM,105389.867,45.9,20.3
$IMU,105389.873,-0.183,0.488,-0.183,0.00634,0.81103,0.63769,20.69
$BARO,105389.882,96257.36,21.23
$MAG,105389.913,0.016,0.034,-0.009,18.3
$BARO,105389.922,96267.64,21.23
$HUM,105389.948,45.8,20.3
$IMU,105389.949,-0.183,0.549,-0.183,0.00683,0.81201,0.63818,20.71
$BARO,105389.963,96266.08,21.23
$BARO,105390.004,96265.30,21.24
$MAG,105390.013,0.015,0.045,-0.012,18.2
$IMU,105390.024,-0.183,0.488,-0.183,0.00585,0.81103,0.63867,20.70
$HUM,105390.029,45.8,20.3
$BARO,105390.044,96265.13,21.23
$BARO,105390.085,96272.88,21.23
$IMU,105390.100,-0.183,0.488,-0.183,0.00634,0.81054,0.63916,20.67
$HUM,105390.110,45.6,20.3
$MAG,105390.113,0.015,0.048,-0.021,18.2
$BARO,105390.126,96268.98,21.23
$BARO,105390.167,96262.21,21.23
$IMU,105390.175,-0.183,0.549,-0.183,0.00585,0.81103,0.63867,20.72
$HUM,105390.191,45.9,20.3
$BARO,105390.207,96257.36,21.23
$MAG,105390.214,0.018,0.045,-0.015,18.3
$BARO,105390.248,96273.06,21.24
$IMU,105390.251,-0.183,0.549,-0.183,0.00585,0.81103,0.63818,20.71
$HUM,105390.273,45.7,20.3
$BARO,105390.289,96268.40,21.24
$MAG,105390.314,0.019,0.045,-0.013,18.3
$IMU,105390.326,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.67
$BARO,105390.330,96263.16,21.24
$HUM,105390.354,45.9,20.3
$TIME,105390.354,593724.000,2305
$BARO,105390.370,96262.18,21.24
$IMU,105390.402,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.69
$BARO,105390.411,96263.57,21.23
$MAG,105390.414,0.015,0.043,-0.016,18.4
$HUM,105390.435,45.8,20.3
$BARO,105390.452,96266.67,21.24
$IMU,105390.477,-0.183,0.488,-0.183,0.00585,0.81103,0.63867,20.69
$VBAT,105390.485,3.892
$BARO,105390.492,96269.18,21.23
$MAG,105390.514,0.009,0.040,-0.009,18.4
$HUM,105390.516,45.7,20.3
$BARO,105390.533,96261.82,21.24
$IMU,105390.553,-0.183,0.488,-0.183,0.00683,0.81152,0.63867,20.73
$BARO,105390.574,96263.94,21.24
$HUM,105390.597,45.8,20.3
$MAG,105390.614,0.019,0.036,-0.015,18.3
$BARO,105390.615,96259.48,21.24
$IMU,105390.629,-0.183,0.488,-0.183,0.00537,0.81152,0.63867,20.74
$BARO,105390.655,96266.86,21.24
$HUM,105390.679,45.8,20.3
$BARO,105390.696,96263.35,21.24
$IMU,105390.704,-0.183,0.488,-0.183,0.00634,0.81103,0.63916,20.71
$MAG,105390.714,0.021,0.039,-0.018,18.4
$BARO,105390.737,96266.28,21.23
$HUM,105390.760,45.7,20.3
$BARO,105390.778,96260.62,21.24
$IMU,105390.780,-0.183,0.488,-0.183,0.00683,0.81103,0.63916,20.72
$MAG,105390.814,0.012,0.039,-0.018,18.0
$BARO,105390.818,96268.40,21.24
$HUM,105390.841,45.8,20.3
$IMU,105390.855,-0.183,0.549,-0.183,0.00634,0.81152,0.63867,20.70
$BARO,105390.859,96270.33,21.24
$BARO,105390.900,96259.45,21.24
$MAG,105390.914,0.018,0.040,-0.016,18.3
$HUM,105390.922,45.7,20.3
$IMU,105390.931,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.71
$BARO,105390.941,96263.55,21.24
$BARO,105390.981,96269.74,21.24
$HUM,105391.003,45.6,20.3
$IMU,105391.006,-0.183,0.488,-0.183,0.00683,0.81005,0.63818,20.71
$MAG,105391.014,0.010,0.040,-0.013,18.4
$BARO,105391.022,96256.53,21.25
$BARO,105391.063,96266.84,21.24
$IMU,105391.082,-0.183,0.488,-0.183,0.00585,0.81103,0.63769,20.72
$HUM,105391.084,45.6,20.3
$BARO,105391.104,96263.55,21.24
$MAG,105391.114,0.013,0.036,-0.013,18.2
$BARO,105391.144,96266.82,21.25
$IMU,105391.157,-0.183,0.549,-0.183,0.00683,0.81201,0.63867,20.70
$HUM,105391.166,45.6,20.3
$BARO,105391.185,96260.40,21.25
$MAG,105391.214,0.021,0.043,-0.010,18.2
$BARO,105391.226,96259.65,21.25
$IMU,105391.233,-0.183,0.549,-0.183,0.00634,0.81152,0.63867,20.70
$HUM,105391.247,45.7,20.3
$BARO,105391.266,96260.82,21.24
$BARO,105391.307,96271.28,21.25
$IMU,105391.308,-0.183,0.488,-0.183,0.00585,0.81103,0.63867,20.72
$MAG,105391.314,0.018,0.033,-0.019,18.4
$HUM,105391.328,45.7,20.3
$BARO,105391.348,96257.89,21.25
$TIME,105391.354,593725.000,2305
$IMU,105391.384,-0.183,0.488,-0.183,0.00634,0.81054,0.63818,20.73
$BARO,105391.389,96267.79,21.25
$HUM,105391.409,45.7,20.3
$MAG,105391.414,0.012,0.040,-0.012,18.2
$BARO,105391.429,96265.45,21.25
$IMU,105391.459,-0.183,0.549,-0.183,0.00634,0.81152,0.63867,20.70
$BARO,105391.470,96263.33,21.25
$HUM,105391.490,45.7,20.3
$VBAT,105391.497,3.897
$BARO,105391.511,96266.82,21.25
$MAG,105391.515,0.019,0.039,-0.013,18.3
$IMU,105391.535,-0.183,0.488,-0.183,0.00537,0.81103,0.63769,20.75
$BARO,105391.552,96263.72,21.25
$HUM,105391.572,45.7,20.3
$BARO,105391.592,96262.55,21.25
$IMU,105391.610,-0.183,0.549,-0.183,0.00585,0.81103,0.63818,20.74
$MAG,105391.615,0.021,0.033,-0.009,18.0
$BARO,105391.633,96265.06,21.25
$HUM,105391.653,45.7,20.3
$BARO,105391.674,96258.65,21.25
$IMU,105391.686,-0.183,0.549,-0.183,0.00585,0.81103,0.63867,20.69
$BARO,105391.714,96265.04,21.25
$MAG,105391.715,0.024,0.031,-0.015,18.2
$HUM,105391.734,45.7,20.3
$BARO,105391.755,96259.43,21.25
$IMU,105391.761,-0.183,0.488,-0.183,0.00585,0.81152,0.63769,20.70
$BARO,105391.796,96269.69,21.25
$HUM,105391.815,45.6,20.3
$MAG,105391.815,0.022,0.048,-0.018,18.0
$BARO,105391.837,96260.60,21.25
$IMU,105391.837,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.69
$BARO,105391.877,96262.14,21.25
$HUM,105391.896,45.7,20.3
$IMU,105391.913,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.70
$MAG,105391.915,0.015,0.040,-0.016,18.0
$BARO,105391.918,96272.23,21.26
$BARO,105391.959,96266.01,21.25
$HUM,105391.978,45.7,20.3
$IMU,105391.988,-0.183,0.549,-0.183,0.00634,0.81103,0.63769,20.70
$BARO,105392.000,96263.89,21.25
$MAG,105392.015,0.024,0.034,-0.013,18.3
$BARO,105392.040,96259.62,21.25
$HUM,105392.059,45.5,20.3
$IMU,105392.064,-0.183,0.488,-0.183,0.00634,0.81152,0.63867,20.74
$BARO,105392.081,96261.16,21.26
$MAG,105392.115,0.025,0.034,-0.013,18.4
$BARO,105392.122,96259.26,21.25
$IMU,105392.139,-0.183,0.549,-0.183,0.00585,0.81054,0.63867,20.69
$HUM,105392.140,45.6,20.3
$BARO,105392.162,96258.06,21.25
$BARO,105392.203,96269.69,21.25
$IMU,105392.215,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.70
$MAG,105392.215,0.013,0.036,-0.016,18.3
$HUM,105392.221,45.7,20.3
$BARO,105392.244,96256.11,21.26
$BARO,105392.285,96274.35,21.26
$IMU,105392.290,-0.183,0.549,-0.183,0.00634,0.81103,0.63818,20.72
$HUM,105392.302,45.6,20.3
$MAG,105392.315,0.016,0.036,-0.012,18.4
$BARO,105392.325,96263.50,21.26
$TIME,105392.354,593726.000,2305
$BARO,105392.366,96275.91,21.26
$IMU,105392.366,-0.183,0.488,-0.183,0.00585,0.81152,0.63916,20.78
$HUM,105392.384,45.6,20.3
$BARO,105392.407,96253.41,21.26
$MAG,105392.415,0.016,0.043,-0.012,18.3
$IMU,105392.441,-0.183,0.488,-0.183,0.00634,0.81054,0.63818,20.72
$BARO,105392.448,96272.23,21.26
$HUM,105392.465,45.6,20.3
$BARO,105392.488,96266.79,21.26
$VBAT,105392.502,3.905
$MAG,105392.515,0.018,0.040,-0.010,18.4
$IMU,105392.517,-0.183,0.488,-0.183,0.00634,0.81152,0.63867,20.68
$BARO,105392.529,96259.60,21.26
$HUM,105392.546,45.6,20.3
$BARO,105392.570,96272.03,21.26
$IMU,105392.592,-0.183,0.488,-0.183,0.00634,0.81103,0.63867,20.77
$BARO,105392.611,96265.23,21.26
$MAG,105392.615,0.021,0.037,-0.015,18.4
$HUM,105392.627,45.6,20.3
$BARO,105392.651,96267.16,21.26
$IMU,105392.668,-0.183,0.488,-0.183,0.00634,0.81103,0.63867,20.70
$BARO,105392.692,96260.19,21.26
$HUM,105392.708,45.7,20.3
$MAG,105392.715,0.015,0.039,-0.016,18.3
$BARO,105392.733,96264.65,21.26
$IMU,105392.743,-0.183,0.549,-0.183,0.00634,0.81152,0.63916,20.74
$BARO,105392.773,96257.28,21.26
$HUM,105392.790,45.6,20.3
$BARO,105392.814,96260.58,21.26
$MAG,105392.815,0.018,0.036,-0.021,18.2
$IMU,105392.819,-0.244,0.549,-0.183,0.00585,0.81103,0.63818,20.73
$BARO,105392.855,96257.67,21.26
$HUM,105392.871,45.7,20.3
$IMU,105392.894,-0.183,0.488,-0.183,0.00585,0.81103,0.63867,20.75
$BARO,105392.896,96266.57,21.27
$MAG,105392.915,0.018,0.036,-0.018,18.4
$BARO,105392.936,96263.28,21.26
$HUM,105392.952,45.6,20.4
$IMU,105392.970,-0.183,0.488,-0.183,0.00585,0.81152,0.63818,20.74
$BARO,105392.977,96269.67,21.27
$MAG,105393.016,0.028,0.036,-0.018,18.4
$BARO,105393.018,96258.63,21.27
$HUM,105393.033,45.6,20.3
$IMU,105393.046,-0.183,0.488,-0.183,0.00585,0.81103,0.63818,20.73
$BARO,105393.059,96271.01,21.27
$BARO,105393.099,96264.82,21.27
$HUM,105393.114,45.6,20.3
$MAG,105393.116,0.027,0.028,-0.013,18.3
$IMU,105393.121,-0.183,0.488,-0.183,0.00634,0.81103,0.63818,20.74
$BARO,105393.140,96259.38,21.27
$BARO,105393.181,96272.01,21.27
$HUM,105393.195,45.6,20.3
$IMU,105393.197,-0.183,0.488,-0.183,0.00585,0.81152,0.63818,20.74
$MAG,105393.216,0.013,0.031,-0.015,18.0
$BARO,105393.221,96257.46,21.27
$BARO,105393.262,96270.84,21.27
$IMU,105393.272,-0.183,0.488,-0.183,0.00537,0.81103,0.63867,20.75
$HUM,105393.277,45.8,20.3
$BARO,105393.303,96261.33,21.27
$MAG,105393.316,0.021,0.039,-0.022,18.3
$BARO,105393.344,96267.16,21.27
$IMU,105393.348,-0.183,0.488,-0.183,0.00585,0.81103,0.63818,20.75
$TIME,105393.354,593727.000,2305
$HUM,105393.358,45.6,20.3
$BARO,105393.384,96262.87,21.27
$MAG,105393.416,0.027,0.033,-0.022,18.4
$IMU,105393.423,-0.183,0.488,-0.183,0.00683,0.81103,0.63867,20.74
$BARO,105393.425,96258.80,21.27
$HUM,105393.439,45.6,20.3
$BARO,105393.466,96263.06,21.27
$IMU,105393.499,-0.183,0.549,-0.183,0.00683,0.81103,0.63867,20.72
$BARO,105393.507,96262.28,21.28
$VBAT,105393.512,3.893
$MAG,105393.516,0.022,0.039,-0.015,18.4
$HUM,105393.520,45.6,20.3
$BARO,105393.547,96270.62,21.27
$IMU,105393.574,-0.183,0.488,-0.183,0.00634,0.81054,0.63867,20.72
$BARO,105393.588,96269.47,21.27
$HUM,105393.601,45.5,20.3
$MAG,105393.616,0.009,0.048,-0.018,18.4
$BARO,105393.629,96264.96,21.28
$IMU,105393.650,-0.183,0.488,-0.183,0.00634,0.81152,0.63867,20.77
$BARO,105393.670,96260.92,21.27
$HUM,105393.683,45.5,20.3
$BARO,105393.710,96258.02,21.27
$MAG,105393.716,0.024,0.036,-0.010,18.3
$IMU,105393.725,-0.183,0.549,-0.183,0.00634,0.81152,0.63867,20.74
$BARO,105393.751,96260.14,21.28
$HUM,105393.764,45.7,20.3
$BARO,105393.792,96255.29,21.28
$IMU,105393.801,-0.183,0.488,-0.183,0.00634,0.81103,0.63867,20.75
$MAG,105393.816,0.021,0.042,-0.018,18.2
$BARO,105393.832,96260.70,21.28
$HUM,105393.845,45.6,20.3
$BARO,105393.873,96263.23,21.28
$IMU,105393.876,-0.183,0.549,-0.183,0.00585,0.81152,0.63867,20.77
$BARO,105393.914,96263.84,21.27
$MAG,105393.916,0.021,0.042,-0.015,18.3
$HUM,105393.926,45.6,20.3
$IMU,105393.952,-0.183,0.549,-0.183,0.00634,0.81103,0.63818,20.76
$BARO,105393.955,96256.26,21.27
$BARO,105393.995,96271.01,21.28
$HUM,105394.007,45.6,20.3
$MAG,105394.016,0.013,0.039,-0.013,18.4
$IMU,105394.027,-0.183,0.549,-0.183,0.00585,0.81103,0.63867,20.75
$BARO,105394.036,96259.16,21.28
$BARO,105394.077,96265.94,21.28
$HUM,105394.088,45.6,20.3
$IMU,105394.103,-0.183,0.488,-0.183,0.00634,0.81201,0.63867,20.73
$MAG,105394.116,0.019,0.042,-0.019,18.4
$BARO,105394.118,96262.45,21.28
$BARO,105394.158,96246.36,21.28
$HUM,105394.170,45.7,20.3
$IMU,105394.178,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.74
$BARO,105394.199,96261.48,21.28
$MAG,105394.216,0.018,0.034,-0.021,18.4
$BARO,105394.240,96256.43,21.28
$HUM,105394.251,45.6,20.3
$IMU,105394.254,-0.183,0.488,-0.183,0.00634,0.81201,0.63818,20.77
$BARO,105394.280,96267.30,21.28
$MAG,105394.316,0.015,0.039,-0.016,18.4
$BARO,105394.321,96261.28,21.28
$IMU,105394.330,-0.183,0.488,-0.183,0.00634,0.81152,0.63818,20.78
$HUM,105394.332,45.9,20.3
$TIME,105394.354,593728.000,2305
$BARO,105394.362,96257.21,21.29
$BARO,105394.403,96264.60,21.28
$IMU,105394.405,-0.183,0.488,-0.183,0.00683,0.81201,0.63867,20.75
$HUM,105394.413,45.6,20.4
$MAG,105394.416,0.018,0.040,-0.012,18.0
$BARO,105394.443,96261.67,21.28
$IMU,105394.481,-0.183,0.488,-0.183,0.00634,0.81152,0.63818,20.77
$BARO,105394.484,96263.23,21.28
$HUM,105394.494,45.6,20.4
$VBAT,105394.515,3.892
$MAG,105394.516,0.016,0.046,-0.019,18.4
$BARO,105394.525,96267.86,21.29
$IMU,105394.556,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.72
$BARO,105394.566,96257.97,21.29
$HUM,105394.576,45.7,20.3
$BARO,105394.606,96258.94,21.29
$MAG,105394.617,0.013,0.042,-0.018,18.4
$IMU,105394.632,-0.183,0.549,-0.183,0.00683,0.81103,0.63818,20.75
$BARO,105394.647,96265.91,21.29
$HUM,105394.657,45.6,20.3
$BARO,105394.688,96263.79,21.29
$IMU,105394.707,-0.183,0.549,-0.183,0.00634,0.81103,0.63818,20.71
$MAG,105394.717,0.009,0.036,-0.012,18.4
$BARO,105394.728,96259.16,21.28
$HUM,105394.738,45.6,20.3
$BARO,105394.769,96254.29,21.29
$IMU,105394.783,-0.183,0.488,-0.183,0.00634,0.81103,0.63867,20.77
$BARO,105394.810,96259.53,21.29
$MAG,105394.817,0.022,0.043,-0.018,18.0
$HUM,105394.819,45.6,20.3
$BARO,105394.851,96262.43,21.29
$IMU,105394.858,-0.183,0.488,-0.183,0.00585,0.81152,0.63818,20.75
$BARO,105394.891,96270.96,21.29
$HUM,105394.900,45.6,20.3
$MAG,105394.917,0.015,0.048,-0.018,18.4
$BARO,105394.932,96261.09,21.29
$IMU,105394.934,-0.183,0.488,-0.183,0.00683,0.81103,0.63818,20.77
$BARO,105394.973,96256.21,21.29
$HUM,105394.982,45.6,20.4
$IMU,105395.009,-0.183,0.549,-0.183,0.00634,0.81201,0.63818,20.78
$BARO,105395.013,96259.50,21.29
$MAG,105395.017,0.021,0.036,-0.013,18.4
$BARO,105395.054,96261.65,21.29
$HUM,105395.063,45.6,20.3
$IMU,105395.085,-0.183,0.488,-0.183,0.00634,0.81103,0.63818,20.77
$BARO,105395.095,96256.60,21.29
$MAG,105395.117,0.022,0.042,-0.012,18.4
$BARO,105395.136,96257.19,21.29
$HUM,105395.144,45.6,20.3
$IMU,105395.160,-0.183,0.549,-0.122,0.00634,0.81103,0.63818,20.76
$BARO,105395.176,96252.14,21.29
$BARO,105395.217,96255.63,21.29
$MAG,105395.217,0.018,0.034,-0.007,18.3
$HUM,105395.225,45.6,20.3
$IMU,105395.236,-0.183,0.488,-0.183,0.00634,0.81152,0.63867,20.77
$BARO,105395.258,96266.50,21.29
$BARO,105395.299,96261.26,21.29
$HUM,105395.306,45.5,20.3
$IMU,105395.311,-0.183,0.549,-0.183,0.00585,0.81152,0.63867,20.77
$MAG,105395.317,0.024,0.031,-0.016,18.2
$BARO,105395.339,96267.47,21.29
$TIME,105395.354,593729.000,2305
$BARO,105395.380,96253.68,21.30
$HUM,105395.387,45.6,20.3
$IMU,105395.387,-0.183,0.549,-0.183,0.00585,0.81152,0.63818,20.77
$MAG,105395.417,0.022,0.036,-0.016,18.4
$BARO,105395.421,96262.60,21.30
$BARO,105395.461,96263.74,21.30
$IMU,105395.463,-0.183,0.488,-0.183,0.00585,0.81152,0.63818,20.77
$HUM,105395.469,45.5,20.3
$BARO,105395.502,96259.31,21.30
$MAG,105395.517,0.022,0.045,-0.013,18.4
$VBAT,105395.528,3.898
$IMU,105395.538,-0.244,0.549,-0.183,0.00683,0.81054,0.63867,20.77
$BARO,105395.543,96253.68,21.30
$HUM,105395.550,45.5,20.4
$BARO,105395.584,96258.33,21.30
$IMU,105395.614,-0.183,0.549,-0.183,0.00585,0.81250,0.63818,20.73
$MAG,105395.617,0.021,0.045,-0.018,18.4
$BARO,105395.624,96263.16,21.30
$HUM,105395.631,45.5,20.3
$BARO,105395.665,96261.82,21.30
$IMU,105395.689,-0.183,0.549,-0.183,0.00634,0.81103,0.63818,20.77
$BARO,105395.706,96258.70,21.30
$HUM,105395.712,45.6,20.4
$MAG,105395.717,0.028,0.045,-0.015,18.4
$BARO,105395.747,96260.06,21.30
$IMU,105395.765,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.78
$BARO,105395.787,96261.43,21.30
$HUM,105395.793,45.5,20.4
$MAG,105395.817,0.018,0.037,-0.016,18.3
$BARO,105395.828,96261.82,21.30
$IMU,105395.840,-0.183,0.549,-0.183,0.00683,0.81201,0.63818,20.77
$BARO,105395.869,96259.67,21.31
$HUM,105395.874,45.5,20.4
$BARO,105395.909,96255.21,21.31
$IMU,105395.916,-0.183,0.488,-0.183,0.00585,0.81152,0.63867,20.77
$MAG,105395.917,0.018,0.037,-0.009,18.4
$BARO,105395.950,96258.70,21.30
$HUM,105395.956,45.6,20.3
$BARO,105395.991,96259.48,21.30
$IMU,105395.991,-0.183,0.549,-0.183,0.00683,0.81201,0.63867,20.76
$MAG,105396.017,0.024,0.045,-0.018,18.4
$BARO,105396.032,96256.58,21.30
$HUM,105396.037,45.6,20.4
$IMU,105396.067,-0.183,0.549,-0.183,0.00683,0.81201,0.63867,20.82
$BARO,105396.072,96255.02,21.30
$BARO,105396.113,96259.09,21.30
$MAG,105396.117,0.019,0.042,-0.018,18.3
$HUM,105396.118,45.5,20.4
$IMU,105396.142,-0.183,0.488,-0.183,0.00585,0.81152,0.63818,20.77
$BARO,105396.154,96272.67,21.31
$BARO,105396.195,96264.30,21.31
$HUM,105396.199,45.5,20.3
$MAG,105396.217,0.022,0.039,-0.021,18.4
$IMU,105396.218,-0.183,0.488,-0.183,0.00634,0.81054,0.63867,20.81
$BARO,105396.235,96255.41,21.30
$BARO,105396.276,96265.47,21.31
$HUM,105396.280,45.6,20.4
$IMU,105396.293,-0.183,0.488,-0.183,0.00585,0.81152,0.63867,20.80
$BARO,105396.317,96269.74,21.31
$MAG,105396.318,0.019,0.043,-0.016,18.4
$TIME,105396.354,593730.000,2305
$BARO,105396.358,96268.38,21.31
$HUM,105396.362,45.7,20.4
$IMU,105396.369,-0.183,0.549,-0.183,0.00585,0.81152,0.63867,20.77
$BARO,105396.398,96270.13,21.31
$MAG,105396.418,0.015,0.037,-0.013,18.4
$BARO,105396.439,96255.80,21.31
$HUM,105396.443,45.6,20.4
$IMU,105396.444,-0.183,0.488,-0.183,0.00683,0.81103,0.63818,20.80
