$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,004300364b34500b20393636
$VAR,SESSION_ID,9bab3c02b932c3477e1f0e7b
$COL,BARO,time,pressure,temperature
$UNIT,BARO,s,Pa,deg C
$COL,HUM,time,humidity,temperature
$UNIT,HUM,s,percent,deg C
$COL,MAG,time,x,y,z,temperature
$UNIT,MAG,s,gauss,gauss,gauss,deg C
$COL,IMU,time,wx,wy,wz,ax,ay,az,temperature
$UNIT,IMU,s,deg/s,deg/s,deg/s,g,g,g,deg C
$COL,TIME,time,tow,week
$UNIT,TIME,s,s,
$COL,VBAT,time,voltage
$UNIT,VBAT,s,volt
$DATA
$BARO,105396.480,96254.63,21.31
$MAG,105396.518,0.016,0.037,-0.015,18.3
$BARO,105396.520,96257.31,21.31
$IMU,105396.520,-0.183,0.488,-0.183,0.00683,0.81152,0.63867,20.78
$HUM,105396.524,45.4,20.4
$VBAT,105396.546,3.897
$BARO,105396.561,96255.38,21.31
$IMU,105396.596,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.79
$BARO,105396.602,96264.69,21.32
$HUM,105396.605,45.5,20.3
$MAG,105396.618,0.013,0.045,-0.022,18.4
$BARO,105396.643,96274.96,21.31
$IMU,105396.671,-0.183,0.549,-0.183,0.00634,0.81201,0.63818,20.78
$BARO,105396.683,96263.91,21.32
$HUM,105396.686,45.5,20.4
$MAG,105396.718,0.025,0.039,-0.021,18.4
$BARO,105396.724,96263.33,21.31
$IMU,105396.747,-0.183,0.488,-0.183,0.00634,0.81103,0.63867,20.82
$BARO,105396.765,96249.19,21.30
$HUM,105396.767,45.4,20.4
$BARO,105396.806,96254.60,21.32
$MAG,105396.818,0.021,0.046,-0.022,18.4
$IMU,105396.822,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.78
$BARO,105396.846,96258.67,21.31
$HUM,105396.849,45.5,20.3
$BARO,105396.887,96252.09,21.31
$IMU,105396.898,-0.183,0.549,-0.183,0.00634,0.81103,0.63818,20.78
$MAG,105396.918,0.012,0.046,-0.019,18.4
$BARO,105396.928,96264.30,21.32
$HUM,105396.930,45.6,20.4
$BARO,105396.969,96261.40,21.31
$IMU,105396.973,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.83
$BARO,105397.009,96260.99,21.32
$HUM,105397.011,45.7,20.4
$MAG,105397.018,0.016,0.052,-0.012,18.4
$IMU,105397.049,-0.183,0.549,-0.183,0.00585,0.81152,0.63867,20.77
$BARO,105397.050,96255.58,21.31
$BARO,105397.091,96250.73,21.31
$HUM,105397.092,45.5,20.3
$MAG,105397.118,0.009,0.037,-0.012,18.4
$IMU,105397.124,-0.183,0.488,-0.183,0.00585,0.81201,0.63818,20.79
$BARO,105397.131,96258.67,21.31
$BARO,105397.172,96262.92,21.32
$HUM,105397.173,45.6,20.4
$IMU,105397.200,-0.183,0.549,-0.183,0.00634,0.81152,0.63867,20.79
$BARO,105397.213,96262.94,21.32
$MAG,105397.218,0.024,0.036,-0.018,18.4
$BARO,105397.254,96265.26,21.32
$HUM,105397.255,45.6,20.4
$IMU,105397.275,-0.183,0.549,-0.183,0.00683,0.81103,0.63867,20.77
$BARO,105397.294,96258.87,21.32
$MAG,105397.318,0.012,0.052,-0.022,18.2
$BARO,105397.335,96263.70,21.32
$HUM,105397.336,45.6,20.4
$IMU,105397.351,-0.183,0.488,-0.183,0.00585,0.81103,0.63867,20.77
$TIME,105397.354,593731.000,2305
$BARO,105397.376,96258.84,21.32
$BARO,105397.417,96259.84,21.32
$HUM,105397.417,45.6,20.4
$MAG,105397.418,0.015,0.045,-0.013,18.4
$IMU,105397.426,-0.183,0.549,-0.183,0.00585,0.81103,0.63818,20.82
$BARO,105397.457,96258.48,21.32
$BARO,105397.498,96254.55,21.32
$HUM,105397.498,45.4,20.4
$IMU,105397.502,-0.183,0.549,-0.183,0.00683,0.81152,0.63818,20.79
$MAG,105397.518,0.027,0.051,-0.018,18.4
$BARO,105397.539,96265.45,21.32
$VBAT,105397.549,3.885
$IMU,105397.577,-0.183,0.488,-0.183,0.00585,0.81152,0.63818,20.84
$HUM,105397.579,45.5,20.3
$BARO,105397.580,96251.85,21.32
$MAG,105397.618,0.021,0.039,-0.007,18.5
$BARO,105397.620,96253.80,21.32
$IMU,105397.653,-0.183,0.488,-0.183,0.00683,0.81152,0.63867,20.77
$HUM,105397.660,45.5,20.4
$BARO,105397.661,96252.82,21.32
$BARO,105397.702,96255.14,21.33
$MAG,105397.718,0.022,0.049,-0.019,18.4
$IMU,105397.728,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.75
$BARO,105397.742,96253.19,21.33
$HUM,105397.742,45.4,20.4
$BARO,105397.783,96256.31,21.33
$IMU,105397.804,-0.183,0.488,-0.183,0.00634,0.81054,0.63818,20.81
$MAG,105397.818,0.019,0.054,-0.013,18.4
$HUM,105397.823,45.5,20.4
$BARO,105397.824,96260.97,21.32
$BARO,105397.865,96256.11,21.33
$IMU,105397.880,-0.183,0.488,-0.183,0.00585,0.81152,0.63867,20.81
$HUM,105397.904,45.5,20.4
$BARO,105397.905,96260.58,21.33
$MAG,105397.918,0.021,0.049,-0.025,18.2
$BARO,105397.946,96258.04,21.33
$IMU,105397.955,-0.183,0.488,-0.183,0.00634,0.81152,0.63818,20.81
$HUM,105397.985,45.4,20.3
$BARO,105397.987,96248.17,21.33
$MAG,105398.019,0.018,0.045,-0.018,18.4
$BARO,105398.028,96269.69,21.32
$IMU,105398.031,-0.183,0.488,-0.183,0.00634,0.81152,0.63818,20.77
$HUM,105398.066,45.6,20.4
$BARO,105398.068,96252.82,21.33
$IMU,105398.106,-0.183,0.549,-0.183,0.00585,0.81152,0.63818,20.81
$BARO,105398.109,96258.24,21.33
$MAG,105398.119,0.019,0.051,-0.015,18.4
$HUM,105398.148,45.5,20.4
$BARO,105398.150,96261.36,21.33
$IMU,105398.182,-0.183,0.549,-0.183,0.00585,0.81103,0.63867,20.80
$BARO,105398.190,96260.77,21.33
$MAG,105398.219,0.010,0.055,-0.013,18.4
$HUM,105398.229,45.5,20.4
$BARO,105398.231,96256.09,21.33
$IMU,105398.257,-0.183,0.549,-0.183,0.00683,0.81103,0.63818,20.81
$BARO,105398.272,96265.99,21.33
$HUM,105398.310,45.5,20.3
$BARO,105398.313,96258.04,21.33
$MAG,105398.319,0.022,0.037,-0.022,18.4
$IMU,105398.333,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.81
$BARO,105398.353,96255.31,21.33
$TIME,105398.354,593732.000,2305
$HUM,105398.391,45.5,20.4
$BARO,105398.394,96265.38,21.34
$IMU,105398.408,-0.183,0.488,-0.183,0.00634,0.81152,0.63867,20.77
$MAG,105398.419,0.016,0.040,-0.015,18.4
$BARO,105398.435,96259.77,21.33
$HUM,105398.472,45.5,20.4
$BARO,105398.476,96254.92,21.33
$IMU,105398.484,-0.183,0.488,-0.183,0.00585,0.81103,0.63769,20.82
$BARO,105398.516,96260.94,21.33
$MAG,105398.519,0.018,0.045,-0.013,18.4
$HUM,105398.553,45.5,20.4
$VBAT,105398.554,3.897
$BARO,105398.557,96256.09,21.33
$IMU,105398.559,-0.183,0.549,-0.183,0.00634,0.81103,0.63818,20.80
$BARO,105398.598,96257.82,21.34
$MAG,105398.619,0.012,0.043,-0.013,18.4
$HUM,105398.635,45.5,20.4
$IMU,105398.635,-0.183,0.488,-0.183,0.00634,0.81103,0.63867,20.80
$BARO,105398.639,96261.53,21.34
$BARO,105398.679,96258.41,21.34
$IMU,105398.710,-0.183,0.488,-0.183,0.00585,0.81103,0.63867,20.83
$HUM,105398.716,45.4,20.4
$MAG,105398.719,0.024,0.039,-0.015,18.4
$BARO,105398.720,96254.92,21.34
$BARO,105398.761,96256.85,21.34
$IMU,105398.786,-0.183,0.488,-0.183,0.00585,0.81152,0.63818,20.81
$HUM,105398.797,45.4,20.4
$BARO,105398.801,96260.72,21.34
$MAG,105398.819,0.019,0.042,-0.019,18.3
$BARO,105398.842,96255.31,21.34
$IMU,105398.861,-0.183,0.488,-0.183,0.00634,0.81054,0.63818,20.82
$HUM,105398.878,45.5,20.4
$BARO,105398.883,96259.55,21.34
$MAG,105398.919,0.024,0.045,-0.021,18.4
$BARO,105398.924,96268.50,21.34
$IMU,105398.937,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.81
$HUM,105398.959,45.4,20.4
$BARO,105398.964,96252.97,21.34
$BARO,105399.005,96255.87,21.34
$IMU,105399.013,-0.183,0.549,-0.183,0.00585,0.81152,0.63818,20.81
$MAG,105399.019,0.018,0.043,-0.013,18.4
$HUM,105399.040,45.5,20.3
$BARO,105399.046,96253.58,21.34
$BARO,105399.087,96255.87,21.34
$IMU,105399.088,-0.183,0.488,-0.183,0.00537,0.81103,0.63867,20.80
$MAG,105399.119,0.012,0.046,-0.016,18.4
$HUM,105399.122,45.5,20.4
$BARO,105399.127,96259.77,21.34
$IMU,105399.164,-0.183,0.549,-0.183,0.00585,0.81152,0.63818,20.77
$BARO,105399.168,96260.31,21.34
$HUM,105399.203,45.4,20.4
$BARO,105399.209,96249.87,21.34
$MAG,105399.220,0.018,0.043,-0.022,18.4
$IMU,105399.239,-0.183,0.549,-0.183,0.00634,0.81152,0.63769,20.81
$BARO,105399.250,96264.01,21.34
$HUM,105399.284,45.3,20.4
$BARO,105399.290,96257.60,21.34
$IMU,105399.315,-0.183,0.488,-0.183,0.00634,0.81054,0.63818,20.82
$MAG,105399.320,0.025,0.043,-0.024,18.4
$BARO,105399.331,96253.53,21.34
$TIME,105399.354,593733.000,2305
$HUM,105399.365,45.4,20.4
$BARO,105399.372,96252.36,21.35
$IMU,105399.390,-0.183,0.549,-0.183,0.00585,0.81103,0.63818,20.84
$BARO,105399.412,96259.94,21.34
$MAG,105399.420,0.013,0.043,-0.012,18.4
$HUM,105399.446,45.4,20.4
$BARO,105399.453,96257.41,21.35
$IMU,105399.466,-0.183,0.488,-0.183,0.00634,0.81103,0.63769,20.82
$BARO,105399.494,96258.97,21.34
$MAG,105399.520,0.019,0.037,-0.007,18.0
$HUM,105399.528,45.4,20.4
$BARO,105399.535,96265.18,21.34
$IMU,105399.541,-0.183,0.549,-0.183,0.00634,0.81103,0.63818,20.81
$VBAT,105399.555,3.892
$BARO,105399.575,96255.09,21.35
$HUM,105399.609,45.4,20.4
$BARO,105399.616,96252.95,21.35
$IMU,105399.617,-0.183,0.488,-0.183,0.00683,0.81201,0.63867,20.80
$MAG,105399.620,0.015,0.040,-0.018,18.4
$BARO,105399.657,96259.75,21.35
$HUM,105399.690,45.4,20.4
$IMU,105399.692,-0.183,0.488,-0.183,0.00634,0.81152,0.63818,20.83
$BARO,105399.698,96260.11,21.35
$MAG,105399.720,0.019,0.039,-0.019,18.4
$BARO,105399.738,96250.05,21.35
$IMU,105399.768,-0.183,0.488,-0.183,0.00585,0.81152,0.63818,20.83
$HUM,105399.771,45.4,20.4
$BARO,105399.779,96252.56,21.35
$BARO,105399.820,96250.02,21.35
$MAG,105399.820,0.018,0.043,-0.018,18.4
$IMU,105399.843,-0.183,0.488,-0.183,0.00634,0.81152,0.63818,20.81
$HUM,105399.852,45.2,20.4
$BARO,105399.861,96258.16,21.35
$BARO,105399.901,96259.16,21.35
$IMU,105399.919,-0.183,0.488,-0.183,0.00585,0.81103,0.63818,20.85
$MAG,105399.920,0.012,0.042,-0.025,18.4
$HUM,105399.933,45.4,20.4
$BARO,105399.942,96254.09,21.35
$BARO,105399.983,96263.04,21.35
$IMU,105399.994,-0.183,0.488,-0.183,0.00683,0.81054,0.63818,20.86
$HUM,105400.015,45.3,20.4
$MAG,105400.020,0.019,0.046,-0.015,18.4
$BARO,105400.023,96257.58,21.35
$BARO,105400.064,96262.43,21.35
$IMU,105400.070,-0.183,0.549,-0.183,0.00585,0.81103,0.63769,20.84
$HUM,105400.096,45.4,20.4
$BARO,105400.105,96251.39,21.35
$MAG,105400.120,0.024,0.039,-0.025,18.4
$IMU,105400.145,-0.183,0.488,-0.183,0.00585,0.81250,0.63818,20.84
$BARO,105400.146,96251.58,21.35
$HUM,105400.177,45.4,20.4
$BARO,105400.186,96260.31,21.35
$MAG,105400.220,0.024,0.043,-0.019,18.4
$IMU,105400.221,-0.183,0.488,-0.183,0.00634,0.81152,0.63818,20.85
$BARO,105400.227,96263.77,21.36
$HUM,105400.258,45.3,20.4
$BARO,105400.268,96256.99,21.35
$IMU,105400.297,-0.183,0.549,-0.183,0.00585,0.81103,0.63818,20.83
$BARO,105400.309,96259.70,21.36
$MAG,105400.320,0.021,0.045,-0.024,18.4
$HUM,105400.339,45.4,20.4
$BARO,105400.349,96255.24,21.36
$TIME,105400.354,593734.000,2305
$IMU,105400.372,-0.183,0.549,-0.183,0.00634,0.81054,0.63769,20.82
$BARO,105400.390,96256.63,21.35
$HUM,105400.420,45.3,20.4
$MAG,105400.420,0.022,0.040,-0.015,18.4
$BARO,105400.431,96260.67,21.36
$IMU,105400.448,-0.183,0.549,-0.183,0.00634,0.81054,0.63818,20.83
$BARO,105400.471,96260.67,21.36
$HUM,105400.502,45.3,20.4
$BARO,105400.512,96258.53,21.36
$MAG,105400.520,0.016,0.043,-0.009,18.4
$IMU,105400.523,-0.183,0.549,-0.183,0.00732,0.81054,0.63818,20.88
$BARO,105400.553,96259.70,21.36
$VBAT,105400.564,3.890
$HUM,105400.583,45.2,20.4
$BARO,105400.594,96267.28,21.36
$IMU,105400.599,-0.183,0.549,-0.183,0.00634,0.81152,0.63867,20.86
$MAG,105400.620,0.018,0.034,-0.018,18.4
$BARO,105400.634,96258.33,21.36
$HUM,105400.664,45.3,20.4
$IMU,105400.674,-0.183,0.488,-0.183,0.00634,0.81103,0.63867,20.83
$BARO,105400.675,96257.38,21.36
$BARO,105400.716,96260.65,21.36
$MAG,105400.720,0.018,0.036,-0.013,18.4
$HUM,105400.745,45.1,20.4
$IMU,105400.750,-0.183,0.488,-0.183,0.00634,0.81152,0.63818,20.84
$BARO,105400.757,96258.36,21.36
$BARO,105400.797,96255.82,21.36
$MAG,105400.820,0.022,0.034,-0.022,18.5
$IMU,105400.825,-0.183,0.549,-0.183,0.00585,0.81152,0.63867,20.84
$HUM,105400.826,45.4,20.4
$BARO,105400.838,96262.99,21.36
$BARO,105400.879,96251.73,21.36
$IMU,105400.901,-0.183,0.549,-0.183,0.00634,0.81103,0.63818,20.83
$HUM,105400.908,45.3,20.4
$BARO,105400.919,96261.62,21.36
$MAG,105400.921,0.016,0.036,-0.012,18.4
$BARO,105400.960,96255.04,21.36
$IMU,105400.976,-0.183,0.549,-0.183,0.00634,0.81152,0.63867,20.85
$HUM,105400.989,45.3,20.4
$BARO,105401.001,96259.31,21.36
$MAG,105401.021,0.028,0.042,-0.019,18.5
$BARO,105401.042,96266.67,21.36
$IMU,105401.052,-0.183,0.549,-0.183,0.00585,0.81201,0.63818,20.81
$HUM,105401.070,45.3,20.4
$BARO,105401.082,96261.23,21.36
$MAG,105401.121,0.019,0.039,-0.024,18.5
$BARO,105401.123,96254.26,21.36
$IMU,105401.127,-0.183,0.488,-0.183,0.00634,0.81250,0.63818,20.83
$HUM,105401.151,45.3,20.4
$BARO,105401.164,96259.87,21.36
$IMU,105401.203,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.86
$BARO,105401.204,96264.33,21.37
$MAG,105401.221,0.025,0.037,-0.016,18.5
$HUM,105401.232,45.2,20.4
$BARO,105401.245,96262.79,21.37
$IMU,105401.278,-0.183,0.549,-0.183,0.00634,0.81103,0.63818,20.83
$BARO,105401.286,96254.43,21.37
$HUM,105401.314,45.3,20.4
$MAG,105401.321,0.018,0.039,-0.010,18.4
$BARO,105401.327,96252.51,21.37
$TIME,105401.354,593735.000,2305
$IMU,105401.354,-0.183,0.549,-0.183,0.00634,0.81152,0.63867,20.89
$BARO,105401.367,96257.16,21.37
$HUM,105401.395,45.2,20.5
$BARO,105401.408,96259.67,21.37
$MAG,105401.421,0.016,0.043,-0.024,18.4
$IMU,105401.430,-0.183,0.488,-0.183,0.00634,0.81152,0.63867,20.83
$BARO,105401.449,96266.86,21.37
$HUM,105401.476,45.4,20.4
$BARO,105401.490,96263.16,21.37
$IMU,105401.505,-0.183,0.549,-0.183,0.00683,0.81103,0.63867,20.86
$MAG,105401.521,0.024,0.042,-0.018,18.4
$BARO,105401.530,96263.35,21.37
$HUM,105401.557,45.2,20.4
$BARO,105401.571,96265.86,21.37
$VBAT,105401.573,3.885
$IMU,105401.581,-0.183,0.549,-0.183,0.00683,0.81152,0.63818,20.87
$BARO,105401.612,96259.87,21.37
$MAG,105401.621,0.018,0.045,-0.019,18.4
$HUM,105401.638,45.3,20.5
$BARO,105401.652,96259.67,21.37
$IMU,105401.656,-0.183,0.488,-0.183,0.00634,0.81250,0.63818,20.84
$BARO,105401.693,96258.11,21.37
$HUM,105401.720,45.3,20.4
$MAG,105401.721,0.024,0.036,-0.021,18.5
$IMU,105401.732,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.82
$BARO,105401.734,96264.89,21.37
$BARO,105401.775,96257.70,21.37
$HUM,105401.801,45.2,20.4
$IMU,105401.807,-0.244,0.549,-0.183,0.00585,0.81054,0.63818,20.86
$BARO,105401.815,96261.79,21.37
$MAG,105401.821,0.015,0.046,-0.021,18.4
$BARO,105401.856,96254.24,21.37
$HUM,105401.882,45.3,20.4
$IMU,105401.883,-0.183,0.488,-0.183,0.00634,0.81103,0.63818,20.90
$BARO,105401.897,96268.77,21.37
$MAG,105401.921,0.024,0.036,-0.013,18.4
$BARO,105401.938,96263.74,21.37
$IMU,105401.958,-0.183,0.488,-0.183,0.00634,0.81103,0.63818,20.86
$HUM,105401.963,45.2,20.4
$BARO,105401.978,96258.67,21.37
$BARO,105402.019,96262.74,21.38
$MAG,105402.021,0.018,0.045,-0.013,18.4
$IMU,105402.034,-0.183,0.549,-0.183,0.00537,0.81103,0.63867,20.88
$HUM,105402.044,45.4,20.4
$BARO,105402.060,96260.21,21.38
$BARO,105402.100,96258.87,21.38
$IMU,105402.109,-0.183,0.488,-0.183,0.00585,0.81152,0.63818,20.85
$MAG,105402.121,0.019,0.033,-0.016,18.4
$HUM,105402.126,45.3,20.4
$BARO,105402.141,96263.52,21.38
$BARO,105402.182,96255.77,21.38
$IMU,105402.185,-0.183,0.488,-0.183,0.00634,0.81152,0.63818,20.86
$HUM,105402.207,45.1,20.4
$MAG,105402.221,0.009,0.033,-0.025,18.3
$BARO,105402.223,96257.31,21.38
$IMU,105402.260,-0.183,0.549,-0.183,0.00585,0.81152,0.63818,20.84
$BARO,105402.263,96262.16,21.38
$HUM,105402.288,45.4,20.4
$BARO,105402.304,96256.33,21.38
$MAG,105402.322,0.025,0.040,-0.018,18.4
$IMU,105402.336,-0.183,0.549,-0.183,0.00683,0.81152,0.63818,20.87
$BARO,105402.345,96265.65,21.38
$TIME,105402.354,593736.000,2305
$HUM,105402.369,45.3,20.5
$BARO,105402.386,96258.28,21.37
$IMU,105402.411,-0.183,0.549,-0.183,0.00683,0.81103,0.63818,20.84
$MAG,105402.422,0.025,0.037,-0.021,18.4
$BARO,105402.426,96254.21,21.38
$HUM,105402.450,45.2,20.5
$BARO,105402.467,96253.63,21.38
$IMU,105402.487,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.86
$BARO,105402.508,96258.87,21.38
$MAG,105402.522,0.018,0.027,-0.018,18.4
$HUM,105402.532,45.2,20.5
$BARO,105402.549,96254.80,21.38
$IMU,105402.563,-0.183,0.488,-0.183,0.00585,0.81152,0.63818,20.89
$VBAT,105402.580,3.882
$BARO,105402.589,96263.33,21.38
$HUM,105402.613,45.2,20.5
$MAG,105402.622,0.019,0.045,-0.025,18.3
$BARO,105402.630,96261.38,21.38
$IMU,105402.638,-0.183,0.549,-0.183,0.00537,0.81201,0.63867,20.88
$BARO,105402.671,96257.50,21.38
$HUM,105402.694,45.2,20.4
$BARO,105402.711,96254.97,21.38
$IMU,105402.714,-0.183,0.549,-0.183,0.00683,0.81103,0.63769,20.84
$MAG,105402.722,0.018,0.034,-0.018,18.4
$BARO,105402.752,96256.14,21.38
$HUM,105402.775,45.1,20.4
$IMU,105402.789,-0.183,0.549,-0.183,0.00585,0.81152,0.63867,20.87
$BARO,105402.793,96260.60,21.38
$MAG,105402.822,0.027,0.040,-0.016,18.4
$BARO,105402.834,96252.46,21.38
$HUM,105402.856,45.1,20.4
$IMU,105402.865,-0.183,0.549,-0.183,0.00585,0.81103,0.63818,20.86
$BARO,105402.874,96249.92,21.39
$BARO,105402.915,96257.89,21.38
$MAG,105402.922,0.024,0.042,-0.010,18.4
$HUM,105402.938,45.3,20.4
$IMU,105402.940,-0.183,0.549,-0.183,0.00634,0.81103,0.63818,20.85
$BARO,105402.956,96254.77,21.38
$BARO,105402.997,96262.92,21.38
$IMU,105403.016,-0.183,0.549,-0.183,0.00634,0.81152,0.63769,20.88
$HUM,105403.019,45.2,20.5
$MAG,105403.022,0.021,0.043,-0.018,18.4
$BARO,105403.037,96257.31,21.38
$BARO,105403.078,96260.38,21.39
$IMU,105403.091,-0.183,0.549,-0.183,0.00683,0.81152,0.63867,20.89
$HUM,105403.100,45.2,20.4
$BARO,105403.119,96261.36,21.39
$MAG,105403.122,0.021,0.039,-0.022,18.3
$BARO,105403.160,96255.53,21.39
$IMU,105403.167,-0.183,0.549,-0.183,0.00634,0.81152,0.63867,20.86
$HUM,105403.181,45.2,20.5
$BARO,105403.200,96264.84,21.39
$MAG,105403.222,0.018,0.042,-0.019,18.4
$BARO,105403.241,96258.26,21.39
$IMU,105403.242,-0.183,0.549,-0.183,0.00634,0.81152,0.63867,20.91
$HUM,105403.262,45.2,20.5
$BARO,105403.282,96260.77,21.39
$IMU,105403.318,-0.183,0.488,-0.183,0.00634,0.81201,0.63818,20.89
$BARO,105403.322,96259.04,21.39
$MAG,105403.322,0.022,0.037,-0.015,18.5
$HUM,105403.344,45.1,20.5
$TIME,105403.354,593737.000,2305
$BARO,105403.363,96259.80,21.39
$IMU,105403.393,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.85
$BARO,105403.404,96258.82,21.39
$MAG,105403.422,0.016,0.024,-0.013,18.4
$HUM,105403.425,45.0,20.4
$BARO,105403.445,96255.14,21.39
$IMU,105403.469,-0.183,0.549,-0.183,0.00585,0.81103,0.63818,20.89
$BARO,105403.485,96260.97,21.39
$HUM,105403.506,45.2,20.4
$MAG,105403.522,0.022,0.037,-0.024,18.5
$BARO,105403.526,96258.24,21.39
$IMU,105403.544,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.89
$BARO,105403.567,96260.19,21.39
$VBAT,105403.586,3.897
$HUM,105403.587,45.3,20.4
$BARO,105403.607,96260.58,21.39
$IMU,105403.620,-0.183,0.549,-0.183,0.00634,0.81103,0.63818,20.87
$MAG,105403.623,0.013,0.045,-0.024,18.5
$BARO,105403.648,96263.09,21.39
$HUM,105403.668,45.2,20.5
$BARO,105403.689,96250.65,21.40
$IMU,105403.695,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.91
$MAG,105403.723,0.019,0.040,-0.025,18.4
$BARO,105403.730,96253.02,21.39
$HUM,105403.750,45.3,20.4
$BARO,105403.770,96253.97,21.39
$IMU,105403.771,-0.183,0.549,-0.183,0.00683,0.81152,0.63818,20.87
$BARO,105403.811,96256.11,21.39
$MAG,105403.823,0.019,0.039,-0.018,18.4
$HUM,105403.831,45.2,20.5
$IMU,105403.847,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.86
$BARO,105403.852,96261.92,21.40
$BARO,105403.893,96256.68,21.40
$HUM,105403.912,45.1,20.4
$IMU,105403.922,-0.183,0.488,-0.183,0.00683,0.81103,0.63818,20.88
$MAG,105403.923,0.018,0.037,-0.015,18.5
$BARO,105403.933,96262.67,21.40
$BARO,105403.974,96258.80,21.40
$HUM,105403.993,45.2,20.4
$IMU,105403.998,-0.183,0.488,-0.183,0.00634,0.81152,0.63867,20.87
$BARO,105404.015,96251.63,21.39
$MAG,105404.023,0.019,0.039,-0.010,18.4
$BARO,105404.056,96251.85,21.39
$IMU,105404.073,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.90
$HUM,105404.074,45.2,20.5
$BARO,105404.096,96257.43,21.40
$MAG,105404.123,0.021,0.034,-0.018,18.4
$BARO,105404.137,96259.19,21.40
$IMU,105404.149,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.88
$HUM,105404.155,45.2,20.5
$BARO,105404.178,96260.36,21.40
$BARO,105404.218,96265.01,21.40
$MAG,105404.223,0.016,0.036,-0.016,18.4
$IMU,105404.224,-0.183,0.549,-0.183,0.00634,0.81103,0.63818,20.88
$HUM,105404.237,45.2,20.4
$BARO,105404.259,96259.58,21.40
$IMU,105404.300,-0.183,0.488,-0.183,0.00683,0.81152,0.63769,20.89
$BARO,105404.300,96267.72,21.40
$HUM,105404.318,45.1,20.5
$MAG,105404.323,0.021,0.030,-0.021,18.4
$BARO,105404.341,96263.82,21.41
$TIME,105404.354,593738.000,2305
$IMU,105404.375,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.90
$BARO,105404.381,96258.02,21.40
$HUM,105404.399,45.2,20.5
$BARO,105404.422,96253.19,21.40
$MAG,105404.423,0.027,0.034,-0.021,18.4
$IMU,105404.451,-0.183,0.488,-0.183,0.00634,0.81152,0.63867,20.89
$BARO,105404.463,96258.60,21.40
$HUM,105404.480,45.1,20.5
$BARO,105404.504,96255.29,21.40
$MAG,105404.523,0.016,0.043,-0.015,18.4
$IMU,105404.526,-0.183,0.488,-0.183,0.00634,0.81152,0.63818,20.88
$BARO,105404.544,96254.92,21.40
$HUM,105404.561,45.2,20.5
$BARO,105404.585,96254.90,21.40
$IMU,105404.602,-0.183,0.549,-0.183,0.00634,0.81152,0.63867,20.92
$VBAT,105404.610,3.884
$MAG,105404.623,0.021,0.036,-0.018,18.5
$BARO,105404.626,96260.16,21.40
$HUM,105404.643,45.3,20.5
$BARO,105404.666,96264.21,21.40
$IMU,105404.677,-0.244,0.549,-0.183,0.00585,0.81201,0.63769,20.85
$BARO,105404.707,96265.38,21.41
$MAG,105404.723,0.018,0.031,-0.013,18.4
$HUM,105404.724,45.1,20.5
$BARO,105404.748,96266.16,21.40
$IMU,105404.753,-0.183,0.488,-0.183,0.00634,0.81152,0.63867,20.87
$BARO,105404.789,96265.57,21.41
$HUM,105404.805,45.1,20.5
$MAG,105404.823,0.022,0.045,-0.010,18.5
$IMU,105404.828,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.91
$BARO,105404.829,96261.70,21.41
$BARO,105404.870,96254.14,21.40
$HUM,105404.886,45.1,20.5
$IMU,105404.904,-0.183,0.549,-0.183,0.00634,0.81103,0.63818,20.90
$BARO,105404.911,96257.82,21.41
$MAG,105404.923,0.012,0.036,-0.015,18.5
$BARO,105404.952,96257.82,21.41
$HUM,105404.967,45.1,20.5
$IMU,105404.980,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.88
$BARO,105404.992,96257.24,21.41
$MAG,105405.023,0.019,0.039,-0.009,18.4
$BARO,105405.033,96261.50,21.41
$HUM,105405.049,44.8,20.5
$IMU,105405.055,-0.183,0.488,-0.183,0.00634,0.81201,0.63818,20.87
$BARO,105405.074,96258.77,21.41
$BARO,105405.114,96258.94,21.42
$MAG,105405.124,0.018,0.028,-0.019,18.4
$HUM,105405.130,45.0,20.5
$IMU,105405.131,-0.183,0.549,-0.183,0.00683,0.81201,0.63818,20.90
$BARO,105405.155,96263.62,21.41
$BARO,105405.196,96255.68,21.41
$IMU,105405.206,-0.183,0.488,-0.183,0.00683,0.81103,0.63818,20.85
$HUM,105405.211,45.0,20.5
